manufacturer,part #,speed,type,modules,price / gb,color,cas latency,voltage,timing,ecc / registered,heat spreader,prices,rating,reviews
g.skill,f4-3200c14d-32gvk,ddr4-3200,288-pin dimm,2 x 16gb,$7.343,black,14,1.35 v,,non-ecc / unbuffered,yes,"$234.98,$268.36","(4 Ratings, 4.8 Average)","Dual-rank Samsung B-die memory. I swapped a FlareX 16GB kit (F4-3200C14D-16GFX) for this because I use more than 16GB of RAM on a daily basis. The FlareX is a single-rank kit so you might get better speeds with it. With the GSkill I use the XMP profile and get the full 3200MHz and good timings without having to knock the frequency down to AMD's official Ryzen spec for dual channel, dual rank memory (2666 on X470, and it's 2400 on X370). I recommend you use either the XMP profile or bone-stock default settings if you want a rock solid stable machine. That's what I do these days because my stuff has to work with zero issues.,CAS 14,  DDR4-3200? I mean, sure it's a little pricey but c'mon, you gotta go as far as your wallet will allow for your first build. Ram looks great, has a nice low profile and I haven't had any problems with it yet.,I am really impressed with this memory and despite the $70 premium over a typical CL16 kit, I am glad that if I indulged anywhere on my final build, it was on this memory.,Knowing 3600/CL16 was the ""sweet spot"" and of the 3733 1:1 infinity fabric cap, I wanted memory that could do 3733/CL14-15 in 1:1 with the fabric, and this gave a great result that I couldn't be much happier with.,Running 15-15-15-36 @3733 /w 1.41v which gives me 64.3ns latency according to AIDA64 (on an MSI B450 Gaming Pro Carbon AC).,It is expensive, and certainly not budget build memory, but I feel really good about choosing it and having it in my system as it adds a feel-good subtle hint of luxury: 32GB of really low latency Dual Rank B-die capping the 3733 fabric ceiling with CL15.,Good, reliable, and I got them for $230 off of Newegg. Kinda wish I had waited a bit longer to buy because the TridentZ RGB came out not too long after.,Functional, but not very fun to look at :("
corsair,cmk8gx4m1a2400c16r,ddr4-2400,288-pin dimm,1 x 8gb,$4.374,red,16,1.2 v,,non-ecc / unbuffered,yes,"$34.99,$36.99,$36.99","(7 Ratings, 4.7 Average)","This RAM runs beautifully. Vega 8 Graphics take up a dedicated 0.3GB of memory, yet run well. Ryzen runs well on dual channel, but even in single channel it ran well.. It's also a stunner with its red aluminum plating that dissipates heat very well. Aluminum is a great metal for heat dissipation as its thermal retention is poor. Also, 2,400MHz is decent for gaming applications.,It's ram.. easy to install. No problems.,Good RAM. Works well, pretty good looking, and hasn't given me any issues.,It's RAM. Does its job no sweat, and the shiny red it comes in fits nicely with the build. Really expensive for one stick though. ,This RAM runs beautifully. Vega 8 Graphics take up a dedicated 0.3GB of memory, yet run well. Ryzen runs well on dual channel, but even in single channel it ran well.. It's also a stunner with its red aluminum plating that dissipates heat very well. Aluminum is a great metal for heat dissipation as its thermal retention is poor. Also, 2,400MHz is decent for gaming applications. ,It’s RAM. Not fast but you’ll boot your system.,Looks cool and runs well."
corsair,cmk64gx4m2a2400c16,ddr4-2400,288-pin dimm,2 x 32gb,$4.422,black / yellow,16,1.2 v,16-16-16-39,non-ecc / unbuffered,yes,"$282.99,$282.99,$304.99",(0 Ratings),
crucial,ct8g4dfs832a,ddr4-3200,288-pin dimm,1 x 8gb,$4.249,green / black,22,1.2 v,,non-ecc / unbuffered,no,"$33.99,$34.98",(0 Ratings),
corsair,cmt32gx4m4k3600c16,ddr4-3600,288-pin dimm,4 x 8gb,$14.971,black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$479.08,$499.99",(0 Ratings),
team,tlzgd48g2666hc18hdc01,ddr4-2666,288-pin dimm,2 x 4gb,,black,18,1.2 v,18-18-18-43,non-ecc / unbuffered,yes,,(0 Ratings),
g.skill,f4-3600c16q-32gtzn,ddr4-3600,288-pin dimm,4 x 8gb,$10.375,black / white,16,1.35 v,16-16-16-36,non-ecc / unbuffered,yes,$331.99,"(1 Rating, 4.0 Average)",
kingston,kvr21r15s4k4/32,ddr4-2133,288-pin dimm,4 x 8gb,$14.062,black / green,15,1.2 v,,ecc / registered,no,$449.99,(0 Ratings),
g.skill,f4-4000c17q-32gtzr,ddr4-4000,288-pin dimm,4 x 8gb,,black,17,1.35 v,17-17-17-37,non-ecc / unbuffered,yes,,(0 Ratings),
g.skill,f4-3200c14d-16gvk,ddr4-3200,288-pin dimm,2 x 8gb,$7.499,black,14,1.35 v,,non-ecc / unbuffered,yes,$119.99,"(11 Ratings, 5.0 Average)","Great speed, great timings. Low Profile for them mITX builds. Good price. ,This RAM works great. Keep in mind you have to configure the settings in the BIOS to take advantage of the full 3200MHz clockspeed. This specific model of G.Skill Ripjaws V actually has a better latency than most others. It has a latency timing of Timing 14-14-14-34. Works great in my mini-ITX PC, have had no problems.,Great RAM for Ryzen. Got it working at 3200MHz after clicking the DOCP button. No problems whatsoever. Just make sure to get it when it's on sale!,Great low profile RAM,3200MHz with 14-14-14-34 timings, XMP worked perfectly.  No complaints.,With prices being the way they are right now it kind of sucked buying 16gb of 3200mhz ram at 200, but everything related to computers is going to have their ups and downs in the future (price wise). It was super easy to overclock to 3200 with my motherboard, and they work and look a lot better than what I had thought they would.,Great RAM. actually gets to its advertised speed on a Ryzen system. faster compatible 3466 mhz ram is now available. 3200mhz was the fastest supported memory at the time of the build. It also comes in red,Clocked easy to rated speed.,Samsung B-Die, looks sleek and feels high quality. Selecting XMP profiles in Bios is easy and memory clocks perfect.,Smoking fast and good looking B-die ram. Got it for $200."
g.skill,f3-1600c9q-32gxm,ddr3-1600,240-pin dimm,4 x 8gb,$7.156,black / blue,9,1.5 v,,non-ecc / unbuffered,yes,$229.00,"(5 Ratings, 4.8 Average)",
geil,gpr416gb3000c16adc,ddr4-3000,288-pin dimm,2 x 8gb,$4.374,red / black,16,1.35 v,16-18-18-36,non-ecc / unbuffered,yes,"$69.99,$77.62",(0 Ratings),
corsair,cmw16gx4m2c3600c18,ddr4-3600,288-pin dimm,2 x 8gb,$8.624,black,18,1.35 v,18-19-19-39,non-ecc / unbuffered,yes,"$137.99,$137.99,$139.99","(4 Ratings, 4.5 Average)","As it turns out, Intel's current chipsets , handle speeds up to 3600MHz!! It's awesome. Plus, wwhen it's on sale for only $20 more than 3000MHz (also overkill?) you just HAVE to go with it. The LEDs are smooth and pretty bonuses. I love the default option which looks like a rainbow rain.,A functioning kit of RAM, looks nice but not worth anything over 3200Mhz.,Functions well, RGB is beautiful and runs fast however it is almost double the price of regular 3200Mhz ram and isn't really worth the price and timings.
Did have an issue with RAM related BSODs but was fixed by reseating the RAM.,works great and I wanted to keep all the RGB controls within one interface (iCue),$106 from Newegg- Doing research I read that Ryzen CPU love high RPM RAM so decided to try and find an RGB 3600 and found these on sale. RGB looks great in the case."
oloy,md4u163016cfda,ddr4-3000,288-pin dimm,2 x 16gb,$3.593,red,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$114.99,(0 Ratings),
g.skill,f4-3600c16d-32gtzr,ddr4-3600,288-pin dimm,2 x 16gb,$9.062,black,16,1.35 v,16-16-16-36,non-ecc / unbuffered,yes,$289.99,"(1 Rating, 5.0 Average)","So far this ram seems to be a rare unicorn that is rarely in-stock. This memkit has superb timings of 16-16-16-36, and being rated for 3600MHz (OC) it really hits that high performance sweet spot for Ryzen CPUs. This ram is also RGB which may be a pro or a con depending on who you are, I stuck it in a windowless case never to be seen again so that doesn't matter to me. I would highly recommend this memkit!"
corsair,cmk128gx4m8x3800c19,ddr4-3800,288-pin dimm,8 x 16gb,$14.734,black / yellow,19,1.35 v,19-19-19-39,non-ecc / unbuffered,yes,"$1789.99,$1885.99",(0 Ratings),
corsair,cmk16gx4m2k4000c19,ddr4-4000,288-pin dimm,2 x 8gb,$9.687,black / yellow,19,1.35 v,19-23-23-45,non-ecc / unbuffered,yes,"$154.99,$154.99,$164.99",(0 Ratings),
patriot,pvs416g386c8k,ddr4-3866,288-pin dimm,2 x 8gb,$8.124,silver / black,18,1.35 v,18-22-22-40,non-ecc / unbuffered,yes,"$129.99,$129.99","(1 Rating, 5.0 Average)","Five stars for the cheap price and performance. The kit did arrive with the heat spreaders falling apart, but that was quickly fixed with some cheap no-name aluminium heat spreaders from eBay."
corsair,cmt32gx4m2c3200c14,ddr4-3200,288-pin dimm,2 x 16gb,$12.500,black,14,1.35 v,14-14-14-34,non-ecc / unbuffered,yes,"$399.99,$399.99,$444.99",(0 Ratings),
crucial,ct16g4rfd832a,ddr4-3200,288-pin dimm,1 x 16gb,$6.249,green / black,22,1.2 v,,ecc / registered,no,$99.99,(0 Ratings),
kingston,hx426c16fb3ak2/32,ddr4-2666,288-pin dimm,2 x 16gb,$4.718,black,16,1.2 v,,non-ecc / unbuffered,yes,$150.99,"(1 Rating, 5.0 Average)","Glows sexy as hell ;)
Don't overpay for high speed. Mine is XMP 2666.16 -> XMP off and put it on 3200.16-17-17-41 (I have Hynix chips). Insane!"
kingston,hx426c16fb3a/16,ddr4-2666,288-pin dimm,1 x 16gb,$4.749,black,16,1.2 v,,non-ecc / unbuffered,yes,"$75.98,$75.99,$93.60",(0 Ratings),
adata,ad4u266638g19-s,ddr4-2666,288-pin dimm,1 x 8gb,$4.728,green / black,19,1.2 v,,non-ecc / unbuffered,no,$37.82,(0 Ratings),
team,tf3d432g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 16gb,$4.687,black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$149.99,(0 Ratings),
g.skill,f4-3600c19q-32gvrb,ddr4-3600,288-pin dimm,4 x 8gb,$7.781,red / black,19,1.35 v,19-20-20-40,non-ecc / unbuffered,yes,"$139.99,$249.00",(0 Ratings),
crucial,bls2k8g4d26bfsek,ddr4-2666,288-pin dimm,2 x 8gb,$3.937,red,16,1.2 v,,non-ecc / unbuffered,yes,"$62.99,$62.99,$62.99,$65.99","(3 Ratings, 5.0 Average)","No problems being recognized by the ASRock MB and the color matches perfectly with the accents on the MB.  I feel like these sticks were a good deal for 16GB of DDR4-2666.,I wanted gray. I TOLD MY MOM I WANTED GRAY!"
g.skill,f4-3600c16q-64gtzrc,ddr4-3600,288-pin dimm,4 x 16gb,$5.562,black,16,1.35 v,16-19-19-39,non-ecc / unbuffered,yes,$355.99,(0 Ratings),
g.skill,f4-3200c16d-16gtzrx,ddr4-3200,288-pin dimm,2 x 8gb,$5.937,black,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,"$94.99,$114.85","(6 Ratings, 4.8 Average)","10/10 would buy again. Looks incredible in person. Usually on sale at Newegg, especially around holidays.,Working great! Although sometimes its off-sync even using the RGB Fusion App of Gigabyte.,Expensive but with AM4 certified label you cant go wrong with this,Great looking RAM. It works on 3200 just fine. ,Works perfectly after a little bios tweaking, and it looks awesome!,Absolutely gorgeous ram! Lightning can be controlled through G.Skill's software. Each led can also be individually changed to any color you'd like. Only issue is that Mystic Light interferes with G.Skill's software leading to lightning glitches. To fix this issue, you'd have to set your lightning profile in Mystic Light first and then in G.Skill's software. Spec wise, it gets the job done and no issues whatsoever.  "
samsung,m378b5273eb0-ck0,ddr3-1600,240-pin dimm,1 x 4gb,,green,11,1.5 v,,non-ecc / unbuffered,no,,"(3 Ratings, 5.0 Average)","Basic RAM, and it's Samsung. Can't ask for more.,Got this in a bundle with the mobo and CPU. Was advertised as 2x2 GB 1333 MHz. Turned out to be 2x 4 GB 1600 MHz.  I am content, works without a hitch.,It's RAM. It does RAM things. "
corsair,cmk16gx4m1b3000c15,ddr4-3000,288-pin dimm,1 x 16gb,$4.561,black / yellow,15,1.35 v,15-15-15-36,non-ecc / unbuffered,yes,"$72.98,$72.99,$79.99","(7 Ratings, 4.9 Average)","At the time of the whole RAM price fixing debacle, this was the cheapest RAM >16GB and >3000Mhz. You can't even see the RAM in my build so this worked perfectly for me and it provided me the ability to expand later on. ,Enabling XMP profile increased productivity of some applications by 30% to my surprise! (I wish I had bought RGB version, though, to align with Gigabyte's Fusion lightning.),Planning to buy another one. I make a mistake and  buy it to fast and after that i found Ram with led's  but i'm happy with that one after all.,Fast with room to upgrade in the future.,Awesome RAM. Giving me more than 100 percentile benchmarks all the time. Perhaps the best RAM in the market. With RAM prices hitting the roof seems costly but worthy of going for it.,It runs and if mine weren't most likely faulty, I'd be happy.,It's good memory. It looks great and its just the right height."
corsair,cmy16gx3m2a2400c11,ddr3-2400,240-pin dimm,2 x 8gb,,black / red,11,1.65 v,,non-ecc / unbuffered,yes,,"(5 Ratings, 4.4 Average)","Pretty good RAM that I bought at a reasonable price. I do wish that is was 3000 instead of 2400 though.,Paid a great price for 16 GB of Ram, let alone being 2400 Mhz. Great buy, will buy once on sale again.
+1,Great product, good speed, low price, would recommend unless you really want DDR4.,What can I say? It's 2400Mhz RAM and it's Corsair so it's solid and runs great."
kingston,kvr800d2n6k2/4g,ddr2-800,240-pin dimm,2 x 2gb,$7.750,green,6,1.8 v,,non-ecc / unbuffered,no,$31.00,"(3 Ratings, 5.0 Average)","Not much to say, it's ram. Works fine.,ram that powers through the power hungery programs "
g.skill,f4-4600c18d-16gtrs,ddr4-4600,288-pin dimm,2 x 8gb,$20.624,silver,18,1.45 v,18-22-22-42,non-ecc / unbuffered,yes,"$329.99,$405.89",(0 Ratings),
kingston,hx430c15pb3k2/32,ddr4-3000,288-pin dimm,2 x 16gb,$5.312,black,15,1.35 v,,non-ecc / unbuffered,yes,"$169.99,$191.60","(4 Ratings, 5.0 Average)","Working ram - no issues at all hear. Prices have since dropped. I know it makes NO difference but I like the Aesthetic of the heat spreaders. ,Great looking neutral black RAM at decent XMP speeds, and a lifetime warranty to boot.,Performs well, looks good, and will suit any colour scheme you have in mind when combined with the Strix X299-E Gaming.,One of the cheapest kits on my boards QVL. MSI claims these will run in quad channel at 2933, with 8 sticks needed to drop down to 2667. Luckily, I only want 64GB total, so I'm set.,Had no trouble at all running these using the 2933MHz profile. CL is 16 instead of 15, which is an annoyance, but not really an issue.,This is amazing RAM. Not much to say other than the fact that it's very stable, it is a lot of space, and the day I got it it was only $240. It is also very nice and it's also a bit heavy. This was found on "
patriot,pg34g1600el,ddr3-1600,240-pin dimm,1 x 4gb,,black / blue,9,1.5 v,,non-ecc / unbuffered,yes,,(0 Ratings),
adata,ax4u300038g16-dbg,ddr4-3000,288-pin dimm,2 x 8gb,,black / white,16,1.35 v,,non-ecc / unbuffered,yes,,"(6 Ratings, 4.8 Average)","I got it to boot at 3600 MHz and 1.375V, but didn't notice any difference in gaming (Rocket League crashed after 3 minutes of gameplay.. so I guess that's a difference) or rendering, so it's back down to 3000 MHz at the stock XMP profile.,Solid RAM, no problems, hits advertised speeds just fine. Ive heard this RAM is pretty good for overclocking as well.,Silver ADATA DDR4-3000 16GB mem sticks, bought from Rakuten for $49.29 (15% off with code ADA15).,Decent ram, however finicky. Bought another kit to have 32g and wouldn’t run at 3000mhz! Besides that, I’ve got this kit at 3200mhz CL16 without issues and I’m sure I can push it further.,Able to hit 3200mhz easily without messing with voltage. "
corsair,cmk64gx4m2a2666c16,ddr4-2666,288-pin dimm,2 x 32gb,$4.453,black / yellow,16,1.2 v,16-18-18-35,non-ecc / unbuffered,yes,"$284.99,$284.99,$294.99",(0 Ratings),
patriot,pv38g160c9k,ddr3-1600,240-pin dimm,2 x 4gb,$4.999,black / silver,9,1.5 v,,non-ecc / unbuffered,yes,"$39.99,$39.99","(33 Ratings, 4.6 Average)","Memory: It's RAM.,Bought this during a ram crisis, but not for much more than it is now. This ram has given me some issues lately, however. I've been getting error code 0xc00000e5 lately, and I have a sneaking suspicion that it has something to due with these. I've tried re-installing windows, and even switching out my graphics card. Still happens. Until I know that the issue is not definitively due to the ram, I will raise the rating up.,Just like the other RAM it works! (Not too spendy either unlike if we were to buy more of the Ripjaws RAM),Its ram, it works, and it looks nice. Not much more to say,Works, but it arrived with a green dim with a black heat spreader. False advertisement.  For that, minus 2 stars. Other than that you cant tell when its inserted into your mobo.,looks good, functions well. not top tier RAM speed, but it is great on a budget"
team,tlgd48g3000hc16cdc01,ddr4-3000,288-pin dimm,2 x 4gb,$8.748,black / gray,16,1.35 v,16-18-18-38,non-ecc / unbuffered,yes,$69.98,"(10 Ratings, 4.6 Average)","The RAM works great and I was able to get it running at 3000 MHz easily. I went with 8 GB of RAM because when I looked up gaming benchmarks online I didn't see too much of a difference between 8 and 16 GB. I know that it can cause some stuttering and lag if I am gaming and doing other tasks, but as of right now I am purely gaming and it has worked great for me so far.,Cheapest 2x4GB RAM sticks I could find. Bonus for complementing the colour scheme of the MoBo.,Good looking, fast ram that is one of the cheapest ram compatible with Ryzen. However it does say TeamGroup on the top of the ram.,Good, fast ram. What more is there to say? I have mine overclocked to 3200 MHz, but if you don't care about things like that you can just set it to one of the XMP profiles in your BIOS. I'm planning on buying this kit again in the future so I can have 16GB of ram. It looks great in my case too - nothing too flashy, yet elegant. 10/10.,Ram is ram and this is pretty good value, it was cheaper than corsair value 2400 and crucial basic. I'd read that Ryzen responds well to fast ram so this being 3,000MHZ was also a factor.,A good kit of RAM that worked fine with my MSI X470 motherboard, despite not being directly supported by the Pinnacle Ridge compatibility sheet on MSI's website. Considering how important RAM speed is to Ryzen, DDR4-3000 RAM this cheap is a blessing.,Good, fast RAM, what else do I have to say?,Good looking fast RAM with an XMP of 2800 or 2933 with a base speed of 2400.,seemed like a good option but it doesn't perform as well as it should, now seeing why it was so cheap. Definitely changing to something better soon."
