manufacturer,model,part #,core count,core clock,boost clock,tdp,series,microarchitecture,core family,socket,integrated graphics,maximum supported memory,ecc support,packaging,includes cpu cooler,l1 cache,l2 cache,l3 cache,lithography,simultaneous multithreading,prices,rating,reviews
intel,xeon e5-1620 v4,bx80660e51620v4,4,3.5 ghz,3.8 ghz,140 w,intel xeon e5,broadwell,broadwell-ep,lga2011-3,none,1536 gb,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 10 mb,14 nm,yes: hyper-threading,$339.37,(0 Ratings),
intel,pentium g3250,bx80646g3250,2,3.2 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,"(2 Ratings, 4.5 Average)","More than enough for basic computing. This computer will never be overclocked but if you would like to try overclocking go for the G3258.,Good! What could I complain about?"
amd,a10-5700,ad5700okhjbox,4,3.4 ghz,,65 w,amd a10,piledriver,trinity,fm2,radeon hd 7660d,,no,boxed,yes,2 x 64 kb instruction 4 x 16 kb data,1 x 4 mb,none,32 nm,no,,"(1 Rating, 5.0 Average)",
intel,xeon e5-2680 v2,bx80635e52680v2,10,2.8 ghz,3.6 ghz,115 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,boxed,no,10 x 32 kb instruction 10 x 32 kb data,10 x 256 kb,1 x 25 mb,22 nm,yes: hyper-threading,,(0 Ratings),
intel,pentium e2200,hh80557pg0491m,2,2.2 ghz,,65 w,intel pentium,core,conroe,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 1 mb,none,65 nm,no,$168.59,(0 Ratings),
intel,pentium g3260,bx80646g3260,2,3.3 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,"(1 Rating, 5.0 Average)",Basically the G3260 for non-overclockers (although often more expensive)
amd,phenom ii x6 1045t,hdt45twfgrbox,6,2.7 ghz,,95 w,amd phenom ii x6,k10,thuban,am3,none,,no,boxed,yes,6 x 64 kb instruction 6 x 64 kb data,6 x 512 kb,1 x 6 mb,45 nm,no,,"(3 Ratings, 4.3 Average)","Got a ""refurbished"" 1035T off of aliexpress for cheap, and it was a golden sample overclocker. Still, with a single treaded performance only comparable to a q6600 it isnt fantastic by any means. Still, it is sufficient in most games, with the exception of Apex legends, which you have to emulate Avx 4.1/2 with an intel development program to run."
amd,,ad7680acabbox,4,3.5 ghz,3.8 ghz,65 w,amd a8,puma+,carrizo,fm2+,radeon r7 (on-die),,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 1 mb,none,28 nm,no,,(0 Ratings),
amd,athlon ii x2 250,adx250ocgqbox,2,3 ghz,,65 w,amd athlon ii x2,k10,regor,am3,none,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 1 mb,none,45 nm,no,,(0 Ratings),
intel,xeon e5-2620 v3,cm8064401831400,6,2.4 ghz,3.2 ghz,85 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,yes: hyper-threading,$278.61,(0 Ratings),
amd,fx-8320,fd8320frw8khk,8,3.5 ghz,,125 w,amd fx,piledriver,vishera,am3+,none,,yes,oem/tray,no,4 x 64 kb instruction 8 x 16 kb data,4 x 2 mb,1 x 8 mb,32 nm,no,,"(1 Rating, 5.0 Average)",
intel,xeon e5-1660 v2,bx80635e51660v2,6,3.7 ghz,4 ghz,130 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,boxed,yes,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,yes: hyper-threading,"$1129.00,$1798.95","(1 Rating, 5.0 Average)",Most people don't know or even heard of this cpu..... It's a 6 core 12 thread 3.7ghz beast that I've personally tested up against my 7700k and it goes toe to toe. If I could do it over again I would of bought cpus like this years ago and built on them
intel,xeon e3-1245 v3,bx80646e31245v3,4,3.4 ghz,3.8 ghz,84 w,intel xeon e3,haswell,haswell,lga1150,intel hd graphics p4600,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,22 nm,yes: hyper-threading,,"(1 Rating, 5.0 Average)",
intel,xeon e5-2683 v4,bx80660e52683v4,16,2.1 ghz,3 ghz,120 w,intel xeon e5,broadwell,broadwell-ep,lga2011-3,none,1536 gb,yes,boxed,no,16 x 32 kb instruction 16 x 32 kb data,16 x 256 kb,1 x 40 mb,14 nm,yes: hyper-threading,"$1889.99,$1975.07",(0 Ratings),
intel,xeon e5-1620 v3,bx80644e51620v3,4,3.5 ghz,3.6 ghz,140 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 10 mb,22 nm,yes: hyper-threading,$505.10,"(1 Rating, 4.0 Average)","Love this Xeon. Power house, can handle anything you throw at it. Would recommend to anyone who needs the Xeon power. ,One Note: It runs hot, even with liquid cooling, have a hard time keeping it below 100F "
amd,fx-9590,fd9590fhw8khk,8,4.7 ghz,5 ghz,220 w,amd fx,piledriver,vishera,am3+,none,,no,oem/tray,no,4 x 64 kb instruction 8 x 16 kb data,4 x 2 mb,1 x 8 mb,32 nm,no,,"(1 Rating, 5.0 Average)",This is a super awesome CPU when you have a bit of an idea what you are doing. It is designed to be water cooled in whatever rig you decide to put it in since it's TDP is 220W. Pretty dang hot running if you ask me! But with decent water cooling the temps are perfectly manageable. With my cooler I average a 29°-32°C and under HEAVY load (100% on all 8 cores turboing up to 5.0 Ghz) the current board I have allows it to reach 69° before throttling down ever so slightly to 4.85 GHz until it reaches 67° then its back up to the full 5.0Ghz. This processor even being 3 years (almost 4) old is still pretty dang good. I just wish I put an SSD in my rig so nothing slowed it down because it sure isn't the CPU slowing me down. 
intel,xeon e5-2680 v3,cm8064401439612,12,2.5 ghz,3.3 ghz,120 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,12 x 32 kb instruction 12 x 32 kb data,12 x 256 kb,1 x 30 mb,22 nm,yes: hyper-threading,,"(1 Rating, 5.0 Average)","Great Processor, definitely not worth the price but its overkill. Most games only use 4 cores so thats not what makes it good, i also edit hour long videos and this thing encdes the video in 12 to 15 mins. ,Pros: 12 cores 24 threads its a monster,Cons: PRICE and clock speed, but to its defense its not make for a PC"
intel,xeon e5-1680 v3,cm8064401547809,8,3.2 ghz,3.8 ghz,140 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,8 x 32 kb instruction 8 x 32 kb data,8 x 256 kb,1 x 20 mb,22 nm,yes: hyper-threading,$2866.31,(0 Ratings),
intel,xeon e5-2660 v4,bx80660e52660v4,14,2 ghz,3.2 ghz,105 w,intel xeon e5,broadwell,broadwell-ep,lga2011-3,none,,yes,boxed,no,14 x 32 kb instruction 14 x 32 kb data,14 x 256 kb,1 x 35 mb,14 nm,yes: hyper-threading,"$1470.07,$1499.99","(1 Rating, 5.0 Average)",Great CPU especially if you can get your hands on 1 (or 2) for what I did (~$280 a piece) currently using two of these processors with task that use all cores. Specs say that it should be capable of boosting to 3.2GHz however I have only seen it go to a maximum clock of 2.5GHz.
intel,,cm8063701093901,4,3.1 ghz,3.8 ghz,65 w,intel core i5,ivy bridge,ivy bridge,lga1155,intel hd graphics 2500,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,22 nm,no,$474.00,(0 Ratings),
intel,core 2 quad q8200,at80580pj0534mn,4,2.33 ghz,,95 w,intel core 2 quad,core,yorkfield,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,2 x 2 mb,none,45 nm,no,$53.45,(0 Ratings),
intel,xeon e5-2650l,cm8062107185309,8,1.8 ghz,2.3 ghz,70 w,intel xeon e5,sandy bridge,sandy bridge-ep,lga2011,none,,yes,oem/tray,no,8 x 32 kb instruction 8 x 32 kb data,8 x 256 kb,1 x 20 mb,32 nm,yes: hyper-threading,$127.21,(0 Ratings),
intel,pentium g3240,cm8064601562018,2,3.1 ghz,,53 w,intel pentium,haswell refresh,haswell refresh,lga1150,intel hd graphics,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,no,,(0 Ratings),
intel,intel cm8068403377611 desktop processor,cm8068403377611,2,3.8 ghz,,54 w,intel pentium gold,coffee lake,coffee lake,lga1151,intel uhd graphics 630,64 gb,yes,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,$91.74,(0 Ratings),
intel,xeon e3-1240 v2,bx80637e31240v2,4,3.4 ghz,,69 w,intel xeon e3,ivy bridge,ivy bridge,lga1155,none,,yes,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,22 nm,yes: hyper-threading,$529.95,(0 Ratings),
intel,intel pentium gold g5500 coffee lake dual-core 3.8 ghz lga 1151 (300 series) 54w bx80684g5500 desktop processor intel uhd graphics 630,bx80684g5500,2,3.8 ghz,,54 w,intel pentium gold,coffee lake,coffee lake,lga1151,intel uhd graphics 630,64 gb,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 4 mb,14 nm,yes: hyper-threading,$159.94,(0 Ratings),
intel,core i7 extreme i7-975,bx80601975,4,3.33 ghz,,130 w,intel core i7 extreme,nehalem,bloomfield,lga1366,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,$404.91,"(2 Ratings, 4.5 Average)","Doesn't seem to limit an RX 480 or below, especially at 4GHz. It produces a fair amount of heat at that point so a decent cooler is a good idea with these i7s. The i7 975 Extreme Edition is good enough pretty much, extremely good enough.,I got this from someone for free who upgraded to a new i7. Considering how old this processor is, it's pretty dang good. It's basically the equivalent of a modern i5 processor, although with a considerably lower single-thread rating. I use it to host servers, and combined with 16 gigs of ram, can run 2 ark servers and a TF2 pub at the same time, while at  roughly 40% CPU usage. Pretty great! Its major downsides are the lower single-thread rating, and a higher power draw because it's 9 years old. Overclocking helps boost performance, but increases voltage even higher."
amd,a8-3870k,ad3870wngxbox,4,3 ghz,,100 w,amd a8,k10,llano,fm1,radeon hd 6550d,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 1 mb,none,32 nm,no,,"(3 Ratings, 3.0 Average)","Challenging to keep cool in a small form factor machine, I had to use a 136W TDP cooler even though this APU is rated at only 100W. Able to play GTA III nice and smooth.,Although the A8 is an older and slower processor, it still allows me to accomplish tasks quickly. I can run multiple programs and draw smaller design images for the websites that I design. I would never use this for a new PC."
intel,xeon e5-2697 v3,bx80644e52697v3,14,2.6 ghz,3.6 ghz,145 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,boxed,no,14 x 32 kb instruction 14 x 32 kb data,14 x 256 kb,1 x 35 mb,22 nm,yes: hyper-threading,$2541.74,(0 Ratings),
amd,a4-3400,ad3400ojhxbox,2,2.7 ghz,,65 w,amd a4,k10,llano,fm1,radeon hd 6410d,,no,boxed,yes,2 x 64 kb instruction 2 x 64 kb data,2 x 512 kb,none,32 nm,no,$149.94,(0 Ratings),
intel,,cd8067303287002,6,3.5 ghz,4 ghz,140 w,intel core i7,skylake,skylake-x,lga2066,none,128 gb,no,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 1 mb,1 x 8.25 mb,14 nm,yes: hyper-threading,$629.95,(0 Ratings),
intel,core i5-3450s,,4,2.8 ghz,,65 w,intel core i5,ivy bridge,ivy bridge,lga1155,intel hd graphics 2500,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 6 mb,22 nm,no,$137.99,"(1 Rating, 5.0 Average)",Great CPU for those doing their first build. 
intel,core 2 extreme qx9650,bx80569qx9650,4,3 ghz,,130 w,intel core 2 extreme,core,yorkfield,lga775,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,2 x 6 mb,none,45 nm,no,$122.52,(0 Ratings),
intel,,cd8067304175600,14,3.3 ghz,4.4 ghz,165 w,intel core i9,skylake,skylake-x,lga2066,none,128 gb,no,oem/tray,no,14 x 32 kb instruction 14 x 32 kb data,14 x 1 mb,1 x 19.25 mb,14 nm,yes: hyper-threading,$1375.78,(0 Ratings),
amd,,ad9500ahabbox,2,3 ghz,3.4 ghz,35 w,amd a6,excavator,bristol ridge,am4,radeon r5 (on die),,no,boxed,yes,1 x 96 kb instruction 2 x 32 kb data,1 x 1 mb,none,28 nm,no,$101.22,(0 Ratings),
amd,fx-4300,fd4300wmw4mhk,4,3.8 ghz,,95 w,amd fx,piledriver,vishera,am3+,none,,no,oem/tray,no,2 x 64 kb instruction 4 x 16 kb data,2 x 2 mb,1 x 4 mb,32 nm,no,,"(1 Rating, 5.0 Average)",
intel,xeon e5-4620,bx80621e54620,8,2.2 ghz,2.6 ghz,95 w,intel xeon e5,sandy bridge,sandy bridge-ep,lga2011,none,,yes,boxed,no,8 x 32 kb instruction 8 x 32 kb data,8 x 256 kb,1 x 16 mb,32 nm,yes: hyper-threading,$1599.99,(0 Ratings),
intel,core i3-4130t,bx80646i34130t,2,2.9 ghz,,35 w,intel core i3,haswell,haswell,lga1150,intel hd graphics 4400,,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,yes: hyper-threading,$246.00,"(6 Ratings, 4.8 Average)",
intel,,bx80684i39300,4,3.7 ghz,4.3 ghz,62 w,intel core i3,coffee lake refresh,coffee lake refresh,lga1151,none,64 gb,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,,(0 Ratings),
intel,core i7-5820k,cm8064801548435,6,3.3 ghz,3.6 ghz,140 w,intel core i7,haswell,haswell-e,lga2011-3,none,64 gb,no,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 15 mb,22 nm,yes: hyper-threading,,(0 Ratings),
intel,xeon e5-2690 v2,bx80635e52690v2,10,3 ghz,3.6 ghz,130 w,intel xeon e5,ivy bridge,ivy bridge-ep,lga2011,none,,yes,boxed,no,10 x 32 kb instruction 10 x 32 kb data,10 x 256 kb,1 x 25 mb,22 nm,yes: hyper-threading,$2147.00,"(1 Rating, 5.0 Average)",
intel,core i7-870,bv80605001905ai,4,2.93 ghz,,95 w,intel core i7,nehalem,lynnfield,lga1156,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,$203.97,"(1 Rating, 5.0 Average)",
intel,xeon e5-2690 v4,bx80660e52690v4,14,2.6 ghz,3.5 ghz,135 w,intel xeon e5,broadwell,broadwell-ep,lga2011-3,none,1536 gb,yes,boxed,no,14 x 32 kb instruction 14 x 32 kb data,14 x 256 kb,1 x 35 mb,14 nm,yes: hyper-threading,$2168.00,"(1 Rating, 5.0 Average)","Great trade-off between core speed, number of cores, and thermal output. Would buy them again."
amd,fd6350frhkhbx wraith,fd6350frhkhbx,6,3.9 ghz,,125 w,amd fx,piledriver,vishera,am3+,none,,no,boxed,yes,3 x 64 kb instruction 6 x 16 kb data,3 x 2 mb,1 x 8 mb,32 nm,no,,"(1 Rating, 4.0 Average)","An oldie but a goodie, while I can't recommend you build a new system around this cpu, it has served me well for almost 4 years. However am3+ is a degraded platform."
intel,,cm8068403358610,6,3.1 ghz,4.6 ghz,65 w,intel core i5,coffee lake refresh,coffee lake refresh,lga1151,intel uhd graphics 630,128 gb,no,oem/tray,no,6 x 32 kb instruction 6 x 32 kb data,6 x 256 kb,1 x 9 mb,14 nm,no,,(0 Ratings),
intel,pentium e5700,bx80571e5700,2,3 ghz,,65 w,intel pentium,core,wolfdale,lga775,none,,no,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,1 x 2 mb,none,45 nm,no,,(0 Ratings),
amd,phenom ii x4 945,hdx945wfgibox,4,3 ghz,,125 w,amd phenom ii x4,k10,deneb,am3,none,,no,boxed,yes,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,1 x 6 mb,45 nm,no,$334.35,"(1 Rating, 4.0 Average)",
intel,,bx80684e2124,4,3.3 ghz,4.3 ghz,71 w,intel xeon e,coffee lake,coffee lake,lga1151,none,64 gb,yes,boxed,no,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,14 nm,no,"$207.06,$209.99",(0 Ratings),
intel,core i7-875k,bx80605i7875k,4,2.93 ghz,,95 w,intel core i7,nehalem,lynnfield,lga1156,none,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,45 nm,yes: hyper-threading,$317.95,"(1 Rating, 5.0 Average)",Reviewing identical Xeon X3470. Very good overclocker. Choose the higher binned Xeon over i7's
intel,core i7-2600s,bx80623i72600s,4,2.8 ghz,,65 w,intel core i7,sandy bridge,sandy bridge,lga1155,intel hd graphics 2000,,no,boxed,yes,4 x 32 kb instruction 4 x 32 kb data,4 x 256 kb,1 x 8 mb,32 nm,yes: hyper-threading,$291.76,"(1 Rating, 5.0 Average)",
intel,xeon e5-2670 v3,cm8064401544801,12,2.3 ghz,3.1 ghz,120 w,intel xeon e5,haswell,haswell-ep,lga2011-3,none,,yes,oem/tray,no,12 x 32 kb instruction 12 x 32 kb data,12 x 256 kb,1 x 30 mb,22 nm,yes: hyper-threading,$456.08,(0 Ratings),
intel,core 2 duo e8600,at80570pj0936m,2,3.33 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,2 x 32 kb instruction 2 x 32 kb data,1 x 6 mb,none,45 nm,no,$96.00,"(2 Ratings, 4.5 Average)",Only 2 cores and no hyperthreading but for $10 a 3.33GHz 6MB cache processor is a pretty good deal.
intel,,bx80673i97940x,14,3.1 ghz,4.4 ghz,165 w,intel core i9,skylake,skylake-x,lga2066,none,128 gb,no,boxed,no,14 x 32 kb instruction 14 x 32 kb data,1214 x 1 mb,1 x 19.25 mb,14 nm,yes: hyper-threading,,"(1 Rating, 5.0 Average)","The core i9-7940X is great, totally worth the money for the computing power. With this CPU i can run any game and handle every work task I have with no issues. "
intel,xeon e5-2687w,bx80621e52687w,8,3.1 ghz,3.8 ghz,150 w,intel xeon e5,sandy bridge,sandy bridge-ep,lga2011,none,,yes,boxed,no,8 x 32 kb instruction 8 x 32 kb data,8 x 256 kb,1 x 20 mb,32 nm,yes: hyper-threading,$430.95,(0 Ratings),
intel,core 2 duo e8500,eu80570pj0876m,2,3.16 ghz,,65 w,intel core 2 duo,core,wolfdale,lga775,none,,no,oem/tray,no,4 x 32 kb instruction 4 x 32 kb data,1 x 6 mb,none,45 nm,no,,(0 Ratings),
amd,athlon ii x4 635,adx635wfk42gm,4,2.9 ghz,,95 w,amd athlon ii x4,k10,propus,am3,none,,no,oem/tray,no,4 x 64 kb instruction 4 x 64 kb data,4 x 512 kb,none,45 nm,no,$65.07,(0 Ratings),
intel,core i3-4150,bx80646i34150,2,3.5 ghz,,54 w,intel core i3,haswell refresh,haswell refresh,lga1150,intel hd graphics 4400,,yes,boxed,yes,2 x 32 kb instruction 2 x 32 kb data,2 x 256 kb,1 x 3 mb,22 nm,yes: hyper-threading,$199.99,"(33 Ratings, 4.7 Average)","I'm very happy with this CPU although a quad core would've been awesome, but I'm absolutely fine with my 3.5GHz i3. It's great and hasn't had any faults. Thank god.,Sufficient enough for my needs! I use my PC for work in Game Development. My usual programs is Unity3D (Game Engine), Microsoft Visual Studio, GIMP and Chrome with several tabs.,Great CPU, if your looking for budget gaming or just a solid CPU this is your man,Great budget Chip,This cpu works great for most games and the hyper threading is a great bouns which gives you four threads. ,Good cpu for the money, dual core with hyper threading. Nice choice for those who can't splash out on the more expensive I5 or I7 cpu's,Great processor for mid-level gaming.  Hyper threading is extremely under estimated. I was surprised I can play GTA V, Titanfall 2, Warframe, Warhammer: Total War, Paladins, etc just fine and most of the those over 60 fps. For desktop usage  this is a very responsive chip that handles web browsing, spreadsheets, and multiple remote sessions just fine. I do plan to upgrade this to an i5 or i7 due to my video editing. This will render 1080p movie files just fine but were talking about 18 minutes for an 8 minute video.  ,Kinda slow and pricey. Would recommend an i5,Works great. Does everything I need it to!,It's a nice old CPU. It has a hard time multi-tasking at times and chugs along. I'm used to this though because I came from the Pentium 2020m. Overall it does mostly everything I need it to. It can game and create. It however isn't that good in Audacity. I don't know why it performs poorly in audacity. Maybe it doesn't utilize the hyper-threading. Idk. It's maybe not good for its price anymore. "
amd,phenom ii x6 1055t,hdt55tfbgrbox,6,2.8 ghz,,125 w,amd phenom ii x6,k10,thuban,am3,none,,no,boxed,yes,6 x 64 kb instruction 6 x 64 kb data,6 x 512 kb,1 x 6 mb,45 nm,no,,"(3 Ratings, 4.0 Average)","It's a surprisingly powerful little chip for how old it is. Mine overclocked to 3.65 GHz, making it just a bit slower than a FX 6300. It manages to stay surprisingly cool even when under full load under Prime95. Overall still a decent chip for 2016.,Still runs like a charm, haven't experienced any bottlenecking. Stock cooler runs surprisingly cool, but is very noisy. But overall I'm very happy with it. "
